qid,query,query_stance,topic,age_group,gender,activity,activity_type,stance,geolocation,geo_temperature,normalized_smm
40,moon landing,0,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
40,moon landing,0,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
41,moon landing steph curry,1,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
41,moon landing steph curry,1,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
42,moon landing china,0,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
42,moon landing china,0,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
43,moon landing song,0,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.327272727
43,moon landing song,0,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.363636364
43,moon landing song,0,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.363636364
44,moon landing audio,0,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,0
44,moon landing audio,0,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,0
45,moon landing fake,1,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
45,moon landing fake,1,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
46,moon landing conspiracy,1,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
46,moon landing conspiracy,1,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
47,moon,0,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.145454545
47,moon,0,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.145454545
48,moon hoax,1,moonlanding,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
48,moon hoax,1,moonlanding,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
48,moon hoax,1,moonlanding,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.690909091
48,moon hoax,1,moonlanding,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.690909091
48,moon hoax,1,moonlanding,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.527272727
48,moon hoax,1,moonlanding,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.527272727
29,Vaccines,0,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-1
29,Vaccines,0,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-1
29,Vaccines,0,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-1
29,Vaccines,0,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-1
29,Vaccines,0,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-1
29,Vaccines,0,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-1
30,Vaccines revealed,1,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.890909091
30,Vaccines revealed,1,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.909090909
30,Vaccines revealed,1,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.909090909
30,Vaccines revealed,1,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-0.890909091
30,Vaccines revealed,1,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-0.909090909
30,Vaccines revealed,1,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-0.890909091
31,Vaccines are toxic,1,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-0.963636364
31,Vaccines are toxic,1,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.963636364
31,Vaccines are toxic,1,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.963636364
31,Vaccines are toxic,1,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-0.963636364
31,Vaccines are toxic,1,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.963636364
31,Vaccines are toxic,1,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-0.963636364
32,Vaccines for babies,0,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-1
32,Vaccines for babies,0,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-1
32,Vaccines for babies,0,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-1
32,Vaccines for babies,0,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-1
32,Vaccines for babies,0,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-1
32,Vaccines for babies,0,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-1
33,Vaccines calling the shots,0,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-1
33,Vaccines calling the shots,0,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-1
33,Vaccines calling the shots,0,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-1
33,Vaccines calling the shots,0,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-1
33,Vaccines calling the shots,0,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-1
33,Vaccines calling the shots,0,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-1
34,vaccines penn and teller,-1,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.509090909
34,vaccines penn and teller,-1,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-0.509090909
34,vaccines penn and teller,-1,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-0.509090909
34,vaccines penn and teller,-1,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-0.509090909
34,vaccines penn and teller,-1,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.509090909
34,vaccines penn and teller,-1,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.509090909
35,anti vaxxers,1,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-0.745454545
35,anti vaxxers,1,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.745454545
35,anti vaxxers,1,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-0.745454545
35,anti vaxxers,1,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-0.745454545
35,anti vaxxers,1,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.745454545
35,anti vaxxers,1,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.745454545
36,anti vax,1,vaccines,2,Female,Watch,Geolocation,neutral,Montana,hot,-0.927272727
36,anti vax,1,vaccines,2,Female,Watch,Geolocation,promoting,South Carolina,cold,-0.927272727
36,anti vax,1,vaccines,2,Female,Watch,Geolocation,debunking,South Carolina,cold,-0.927272727
36,anti vax,1,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-0.927272727
36,anti vax,1,vaccines,2,Female,Watch,Geolocation,promoting,Montana,hot,-0.927272727
36,anti vax,1,vaccines,2,Female,Watch,Geolocation,debunking,Montana,hot,-0.927272727
37,anti vaccine,1,vaccines,2,Female,Watch,Geolocation,neutral,South Carolina,cold,-1
